fold,level,hierarchy,class,precision,recall,f1,support
P6,well,guide,folA_3,0.16666666666666666,1.0,0.2857142857142857,1
P6,well,guide,folP_1,0.0,0.0,0.0,1
P6,well,guide,folP_2,0.0,0.0,0.0,1
P6,well,guide,folP_3,0.0,0.0,0.0,1
P6,well,guide,ftsI_1,0.0,0.0,0.0,1
P6,well,guide,ftsI_2,0.0,0.0,0.0,1
P6,well,guide,ftsI_3,0.0,0.0,0.0,1
P6,well,guide,ftsZ_1,1.0,1.0,1.0,1
P6,well,guide,ftsZ_2,0.0,0.0,0.0,1
P6,well,guide,ftsZ_3,0.5,1.0,0.6666666666666666,1
P6,well,guide,gyrA_1,0.0,0.0,0.0,1
P6,well,guide,gyrA_2,0.0,0.0,0.0,1
P6,well,guide,gyrA_3,0.2,1.0,0.3333333333333333,1
